,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight
5877,2016-09-23_14h04m09s,UoMelbourne//140702_UNInfected_BPYN_Neg,U Melbourne,Berin Boughton,True,Negative,mosquito,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,200000.0,21,42,79,305,2016-09-23_14h04m09s,Other Matrix,medium,1.0
5878,2016-09-28_21h02m18s,Tumor1,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,119,79,58,87,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5879,2016-09-21_16h06m58s,whole body xenograft (2),Genentech,Cristine Quiason,True,Positive,mouse,whole organism,"cancer, xenograft",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,159300.0,58,64,299,4411,2016-09-21_16h06m58s,DHB,medium,1.0
5881,2016-09-21_16h07m18s,UoNotreDame//Untreated_3_504,Ohio State University,Eric Weaver,True,Positive,human,colon,immortalised cell line,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,19,56,263,699,2016-09-21_16h07m20s,DHB,high,0.16666666666666666
5882,2016-09-21_16h07m16s,UoNotreDame//Untreated_3_434,Ohio State University,Eric Weaver,True,Positive,human,colon,immortalised cell line,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,28,69,167,576,2016-09-21_16h07m20s,DHB,high,0.16666666666666666
5885,2017-03-10_22h35m32s,Tumor26,UT Austin,Marta Sans,True,Negative,human,ovary,"cancer, serous tumor, high-grade",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,109,54,81,39,2016-09-28_21h03m29s,Other Solvent,low,0.02040816326530612
5888,2017-02-17_14h41m43s,U Rennes 1//mouse_brain_dhb_01 - positive_mode,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,67,51,256,308,2017-02-17_14h56m37s,DHB,high,0.5
5891,2016-09-23_11h29m17s,Spectroswiss//sol_2x_br_1,SpectroSwiss,Nagornov Spectroswiss,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,none,Other,,300000.0,18,11,72,427,2016-09-23_11h29m17s,Other Matrix,high,0.5
5895,2017-04-13_17h32m56s,20170413Hide_PSM_50x40_15x15_DAN007x6_N_300-1000,♡EMBL♡,Hidenobu Miyazawa,True,Negative,mouse,psm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,7,14,17,160,2017-04-13_17h32m56s,DAN,medium,0.3333333333333333
5897,2017-01-03_16h19m52s,20161223_ADP_CAG_123YY_7210_12000_NEDC_185x520,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans | escherichia coli,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,30,20,150,1253,2017-01-03_16h19m52s,NEDC,medium,1.0
5901,2017-02-22_15h23m44s,20170222_HM-ADP_PSM-1_50x50_15x15_DHBsub,♡EMBL♡,Hidenobu Miyazawa,True,Positive,mouse,psm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,5,11,109,544,2017-02-22_15h23m44s,DHB,medium,1.0
5902,2017-03-10_23h19m06s,Normal2,UT Austin,Kyana Garza,True,Negative,human,breast,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,84,50,61,27,2017-03-10_23h18m32s,Other Solvent,low,0.1
5903,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,34,145,357,1110,2017-02-23_08h53m07s,NEDC,medium,1.0
5904,2016-09-23_14h25m30s,GSK//Control Mouse Gastroc_centroid,GSK,Steve Castellino,True,Positive,mouse,gastrocnemius,wildtype,MALDI,MALDI,FTICR,FTICR,Other,N/A,Other,N/A,100000.0,39,32,100,419,2016-09-23_14h25m30s,Other Matrix,medium,1.0
5906,2016-09-21_16h06m55s,Bruker//RB_a2s1,Boehringer Ingelheim,Michael Becker,True,Positive,rat,brain,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,29,66,574,3379,2016-09-21_16h06m56s,DHB,high,0.3333333333333333
5908,2017-04-21_09h48m56s,20170419_KRNeg_20x20_200x100_KRD_150to900,♡EMBL♡,Ksenija Radic,True,Negative,mouse,mammary gland,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,,11,100,175,2017-04-21_09h48m56s,DAN,medium,1.0
5909,2017-04-28_06h59m53s,20170428_Hide_PSM_dan008_10x10_150x190_N_300-1200,♡EMBL♡,Hidenobu Miyazawa,True,Negative,mouse,psm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,2,11,21,104,2017-04-28_06h59m53s,DAN,medium,1.0
5910,2017-03-07_19h30m41s,NCSU_ChickenOvary_Cancer_neg,NCSU,Mark Bokhart,True,Negative,gallus domesticus (chicken),ovary,cancer,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,20,50,95,416,2017-03-07_19h30m41s,Other Solvent,medium,1.0
5911,2017-03-09_16h09m38s,NCSU_macaque_colon,NCSU,Mark Bokhart,True,Positive,macaca mulatta,colon,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,605,754,1912,5117,2017-03-09_16h09m38s,Other Solvent,medium,1.0
5915,2016-09-21_16h07m17s,UoNotreDame//Untreated_3_476,Ohio State University,Eric Weaver,True,Positive,human,colon,immortalised cell line,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,49,70,382,245,2016-09-21_16h07m20s,DHB,high,0.16666666666666666
5917,2017-05-03_17h51m16s,04272017_M_30_1,UTHSA,Guanshi Zhang,True,Negative,mouse,kidney,n/a,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,72,106,80,87,2017-05-03_17h48m18s,Other Solvent,low,0.1
5918,2017-05-03_18h41m08s,04272017_M_5_4,UTHSA,Guanshi Zhang,True,Negative,mouse,kidney,diabetic,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,62,129,113,148,2017-05-03_17h48m18s,Other Solvent,low,0.1
5919,2017-05-03_18h41m39s,04272017_M_6_4,UTHSA,Guanshi Zhang,True,Negative,mouse,kidney,diabetic,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,101,92,88,135,2017-05-03_17h48m18s,Other Solvent,low,0.1
5920,2017-05-03_18h42m58s,04272017_M_25_4,UTHSA,Guanshi Zhang,True,Negative,mouse,kidney,diabetic,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,60000.0,83,78,96,134,2017-05-03_17h48m18s,Other Solvent,low,0.1
5923,2017-05-05_08h28m10s,granular_layer_mouse_brain,HS Mannheim,Denis Abu Sammour,True,Negative,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Other,4-Phenyl-alpha-cyanocinnamic acid amide,Other,,1600000.0,7,11,32,130,2017-05-05_08h28m10s,Other Matrix,high,1.0
5924,2017-05-07_03h00m52s,Mouse Brains,Genentech,Cristine Quiason,True,Positive,mouse,brain,ko vs. wt,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,280000.0,98,70,104,466,2017-05-07_03h00m52s,DHB,high,1.0
5925,2017-05-07_06h59m41s,80TopL_50TopR_70BottomL_60BottomR-centroid,ICL,Zoltan Takats,True,Negative,human,colon,cancer,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,135,165,226,193,2017-05-07_07h23m48s,Other Solvent,medium,0.2
5926,2017-05-07_07h17m08s,"240TopL, 210TopR, 230BottomL, 220BottomR-centroid",ICL,Zoltan Takats,True,Negative,human,colon,cancer,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,197,140,111,174,2017-05-07_07h17m08s,Other Solvent,medium,1.0
5927,2017-05-07_07h21m17s,280TopL_250TopR_270BottomL_260BottomR-centroid,ICL,Zoltan Takats,True,Negative,human,colon,cancer,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,184,159,95,146,2017-05-07_07h23m48s,Other Solvent,medium,0.2
5928,2017-05-07_07h23m48s,200TopL_170TopR_190BottomL_180BottomR-centroid,ICL,Zoltan Takats,True,Negative,human,colon,cancer,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,161,97,39,93,2017-05-07_07h23m48s,Other Solvent,medium,0.2
5934,2017-05-07_12h35m51s,20170507_LR_Hepa_IL17a_Stained_DAN003_pos_s50_p50_slide02,♡EMBL♡,Luca Rappez,True,Positive,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,14,11,45,1036,2017-05-07_12h35m51s,DAN,medium,0.3333333333333333
5935,2017-05-07_13h55m35s,20170507_LR_Hepa_IL17a_Stained_DAN003_neg_s50_p50_slide02,♡EMBL♡,Luca Rappez,True,Negative,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,4,45,74,312,2017-05-07_13h55m35s,DAN,medium,0.3333333333333333
5936,2017-05-07_15h34m03s,20170507_LR_Hepa_LPS_Stained_DAN003_pos_s50_p50_slide01,♡EMBL♡,Luca Rappez,True,Positive,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,15,11,47,1145,2017-05-09_17h26m11s,DAN,medium,0.25
5937,2017-05-07_15h34m30s,20170507_LR_Hepa_LPS_Stained_DAN003_pos_s50_p50_slide01,♡EMBL♡,Luca Rappez,True,Positive,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,15,11,47,1145,2017-05-09_17h26m11s,DAN,medium,0.25
5939,2017-05-09_05h44m11s,20170411-ADP_MammaryDuct_E12-27-1_DAN005_50x200_20x20_38N_r,♡EMBL♡,Ksenija Radic,True,Negative,mouse,mammary gland,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,8,15,26,258,2017-05-09_05h44m11s,DAN,medium,1.0
5942,2017-05-09_05h47m33s,20170504_KR_KRD8x_125x150_20x20_N_r,♡EMBL♡,Ksenija Radic,True,Negative,mouse,mammary gland,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,5,69,80,201,2017-05-09_05h47m33s,DAN,medium,1.0
5945,2017-05-10_15h39m00s,20170510_LR_Hepa_IL17a_Stained_DAN003_neg_s50_p50_slide04,♡EMBL♡,Luca Rappez,True,Negative,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,4,27,52,360,2017-05-07_13h55m35s,DAN,medium,0.3333333333333333
5947,2017-05-11_13h40m40s,"7TopRight, 17BottomRight, 27BottomLeft, 37TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,218,115,68,108,2017-05-11_13h40m40s,Other Solvent,medium,0.2
5948,2017-05-11_13h41m26s,"127TopRight, 137BottomRight, 147BottomLeft, 157TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,266,131,182,228,2017-05-11_13h40m40s,Other Solvent,medium,0.2
5949,2017-05-11_13h41m38s,"167TopRight, 177 BottomRight, 187BottomLeft, 197TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,225,139,102,189,2017-05-11_13h42m13s,Other Solvent,medium,0.14285714285714285
5950,2017-05-11_13h42m03s,"246TopRight, 256 BottomRight, 266BottomLeft, 276TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,172,147,110,108,2017-05-11_13h42m13s,Other Solvent,medium,0.14285714285714285
5951,2017-05-11_13h42m13s,"287TopRight, 297 BottomRight, 307BottomLeft, 317TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,173,129,75,43,2017-05-11_13h42m13s,Other Solvent,medium,0.14285714285714285
5952,2017-05-11_13h42m35s,"367TopRight, 377 BottomRight, 387BottomLeft, 397TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,248,160,119,90,2017-05-11_13h42m13s,Other Solvent,medium,0.14285714285714285
5953,2017-05-11_13h42m55s,"447TopRight, 457BottomRight, 467BottomLeft, 477TopLeft-centroid",ICL,James McKenzie,True,Negative,human,liver,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,188,112,106,139,2017-05-11_13h40m40s,Other Solvent,medium,0.2
5954,2017-05-16_04h18m52s,gemm tumors - rms,Genentech,Sheerin Latham,True,Positive,mouse,gemm tumor,dosed vs. vehicle,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,280000.0,108,92,84,438,2017-05-16_04h18m52s,DHB,high,1.0
5955,2017-05-16_09h42m59s,Mouse12_Section3,Sanofi FF DMPK,József Pánczél,True,Positive,mouse,muscle,obese,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,15,42,470,1727,2017-05-16_09h42m59s,DHB,high,0.5
5968,2017-05-17_16h29m23s,Servier_Ctrl_rat_brain_9aa,Servier,Mathieu Gaudin,True,Negative,rat,brain,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,,180000.0,46,47,6,32,2017-05-17_16h29m23s,9AA,medium,1.0
5973,2016-10-01_12h19m39s,ICL//A51 10cm S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,145,65,10,20,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5974,2016-10-01_12h17m59s,ICL//A45 10cm S1-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,86,211,91,104,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5975,2016-10-01_12h16m09s,ICL//A39 Centre S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,142,133,382,598,2016-10-01_12h16m09s,Other Solvent,low,1.0
5976,2016-10-01_12h18m20s,ICL//A46 CT S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,173,320,253,249,2016-10-01_12h23m21s,Other Solvent,low,0.025
5977,2016-10-01_12h16m19s,ICL//A39 junction S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,124,129,302,398,2016-10-01_12h25m48s,Other Solvent,low,0.125
5978,2016-10-01_12h18m47s,ICL//A47 CT S2-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,134,167,315,156,2016-10-01_12h23m21s,Other Solvent,low,0.025
5979,2016-10-01_12h19m04s,ICL//A49 5cm S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,108,57,47,62,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5980,2016-10-01_12h19m16s,ICL//A49 CT S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,124,105,42,79,2016-10-01_12h23m21s,Other Solvent,low,0.025
5981,2016-10-01_12h16m43s,ICL//A42 CT S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,152,237,95,162,2016-10-01_12h23m21s,Other Solvent,low,0.025
5982,2016-10-01_12h21m21s,ICL//A54 CT S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,185,211,259,61,2016-10-01_12h23m21s,Other Solvent,low,0.025
5983,2016-10-01_12h21m34s,ICL//A55 10cm S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,13,90,316,379,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5984,2016-10-01_12h26m38s,ICL//A70 10cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,174,181,188,225,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5985,2016-10-01_12h26m58s,ICL//A70 CT S2-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,277,341,316,338,2016-10-01_12h23m21s,Other Solvent,low,0.025
5986,2016-10-01_12h08m05s,ICL//A22 CT S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,167,131,14,76,2016-10-01_12h23m21s,Other Solvent,low,0.025
5987,2016-10-01_12h25m26s,ICL//A66 10cm S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,129,101,71,68,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5988,2016-10-01_12h15m10s,ICL//A38 CT S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,194,163,497,659,2016-10-01_12h23m21s,Other Solvent,low,0.025
5989,2016-10-01_12h15m33s,ICL//A38 jcn S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,224,259,301,255,2016-10-01_12h19m31s,Other Solvent,low,0.16666666666666666
5990,2016-10-01_12h22m54s,ICL//A56 CT S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,164,190,333,249,2016-10-01_12h23m21s,Other Solvent,low,0.025
5992,2016-10-01_12h05m27s,ICL//A15 10cm S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,103,77,55,74,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5993,2016-10-01_12h10m52s,ICL//A31 jcn S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,123,200,507,326,2016-10-01_12h19m31s,Other Solvent,low,0.16666666666666666
5994,2016-10-01_12h11m18s,ICL//A32 CT S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,152,92,704,93,2016-10-01_12h23m21s,Other Solvent,low,0.025
5995,2016-10-01_12h12m02s,ICL//A33 CT S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,86,160,377,603,2016-10-01_12h23m21s,Other Solvent,low,0.025
5996,2016-10-01_12h12m10s,ICL//A34 10cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,164,163,444,360,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5997,2016-10-01_12h06m31s,ICL//A17 10cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,118,219,297,331,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
5998,2016-10-01_12h06m07s,ICL//A15 junction S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,55,225,448,432,2016-10-01_12h25m48s,Other Solvent,low,0.125
5999,2016-10-01_12h07m37s,ICL//A20 CT S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,164,118,260,280,2016-10-01_12h23m21s,Other Solvent,low,0.025
6000,2016-10-01_12h23m34s,ICL//A58 jcn S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,164,139,353,156,2016-10-01_12h19m31s,Other Solvent,low,0.16666666666666666
6001,2016-10-01_12h12m30s,ICL//A35 centre S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,203,144,224,117,2016-10-01_12h05m45s,Other Solvent,low,0.5
6002,2016-10-01_12h23m56s,ICL//A61 10cm S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,126,98,292,315,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6003,2016-10-01_12h07m56s,ICL//A22 5cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,84,80,222,187,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6004,2016-10-01_12h13m55s,ICL//A37 CT S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,134,101,38,72,2016-10-01_12h23m21s,Other Solvent,low,0.025
6005,2016-10-01_12h12m58s,ICL//A36 5cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,109,123,177,102,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6006,2016-10-01_12h08m16s,ICL//A22 CT S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,115,246,193,185,2016-10-01_12h23m21s,Other Solvent,low,0.025
6007,2016-10-01_12h08m25s,ICL//A23 CT S2-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,150,232,251,239,2016-10-01_12h23m21s,Other Solvent,low,0.025
6008,2016-10-01_12h08m30s,ICL//A25 jcn S2-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,173,235,229,278,2016-10-01_12h19m31s,Other Solvent,low,0.16666666666666666
6009,2016-10-01_12h08m39s,ICL//A25 jcn S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,181,235,339,657,2016-10-01_12h19m31s,Other Solvent,low,0.16666666666666666
6010,2016-10-01_12h13m21s,ICL//A36 CT S10-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,202,184,210,,2016-10-01_12h23m21s,Other Solvent,low,0.025
6011,2016-10-01_12h24m20s,ICL//A62 CT S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,125,157,80,122,2016-10-01_12h23m21s,Other Solvent,low,0.025
6012,2016-10-01_12h22m35s,ICL//A56 CT S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,164,183,332,177,2016-10-01_12h23m21s,Other Solvent,low,0.025
6013,2016-10-01_12h24m34s,ICL//A63 10cm S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,127,204,387,174,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6014,2016-10-01_12h24m38s,ICL//A64 10cm S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,146,87,20,,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6015,2016-10-01_12h08m45s,ICL//A26 10cm S6-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,135,152,189,225,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6016,2016-10-01_12h08m57s,ICL//A26 10cm S9-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,133,151,232,251,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6017,2016-10-01_12h09m09s,ICL//A26 junction S3-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,245,173,269,452,2016-10-01_12h25m48s,Other Solvent,low,0.125
6018,2016-10-01_12h09m28s,ICL//A28 10cm S4-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,133,276,239,207,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6019,2016-10-01_12h24m52s,ICL//A64 5cm S5-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,264,268,179,275,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
6020,2016-10-01_12h09m41s,ICL//A29 10cm S9-centroid,ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,70000.0,129,181,122,172,2016-10-01_12h24m52s,Other Solvent,low,0.020833333333333332
