ions,moleculeNames
C11H12N2O3S+,Hydroxyzileuton
C6H14O5+,1-Deoxy-D-glucitol
C20H20FNO3S+,Prasugrel
C6H13NO8S+,Glucosamine 6-sulfate
C18H13ClN2O+,Pinazepam
C25H45NO4+,Linoelaidyl carnitine
C11H12O5+,Sinapic acid
C6H10S5+,Di-2-propenyl pentasulfide
C21H20O9+,Pulmatin
C22H31NO+,Tolterodine
C10H17N2O5+,Valyl-Glutamate
C12H14N2OS2+,Methoxybrassinin
C16H23NO3+,Dinorcapsaicin
C9H8O8S+,3-[4-hydroxy-3-(sulfooxy)phenyl]-2-oxopropanoic acid
C16H14O7+,Tamarixetin
C10H12O3+,4-Methoxybenzyl acetate
C16H30O7+,"2,6-Dimethyl-7-octene-1,6-diol 8-O-glucoside"
C9H13N2O7+,Aspartyl-Glutamate
C19H15NO4+,Cepharadione B
C22H22F3N+,Cinacalcet
C13H12O9+,Caftaric acid
C3H11NO7P2+,Pamidronate
C11H22O3+,3-Hydroxynonyl acetate
C19H29IO2+,Iophendylate
C13H18N4O6+,"6,7-Dimethyl-8-(1-D-ribityl)lumazine"
C5H4N4O3+,Uric acid
C6H15O13P3+,NTP
C9H9NOS+,1-(Isothiocyanatomethyl)-4-methoxybenzene
C19H29NO3+,Homocapsaicin
C15H18N4O3+,Histidinyl-Phenylalanine
C11H21N5O5+,gamma-Glutamylarginine
C15H11ClN2O+,Nordiazepam
C16H26O5+,Artemether
C19H28O10+,Phenylethyl primeveroside
C15H16O10+,Caffeic acid 3-O-glucuronide
C8H14N2O3+,Alanyl-Proline
C13H12O7S+,{[(3E)-4-(5-hydroxy-1-oxo-1H-isochromen-3-yl)but-3-en-2-yl]oxy}sulfonic acid
C22H18O10+,(-)-Catechin 3-O-gallate
C12H24N4O7+,N2-Fructopyranosylarginine
C21H30O12+,"6-Feruloylglucose 2,3,4-trihydroxy-3-methylbutylglycoside"
C33H68+,"2,3,4-Trimethyltriacontane"
C6H3Br3O+Na+,"2,4,6-Tribromophenol"
C10H18O9+,Arabinopyranobiose
C18H36+,3-Cyclohexyldodecane
C19H19FN2O+,N-Desmethylcitalopram
C9H23NO3PS+,Echothiophate
C13H28O2+,Valeraldehyde dibutyl acetal
C23H22N2O3S2+,Silica aerogel
C9H11N3O9P+,5-Phosphoribosyl-4-carboxy-5-aminoimidazole
C21H34O4+,Tetrahydrocorticosterone
C28H42O3+,13'-Hydroxy-gamma-tocotrienol
C19H17ClO8+,"7-chloro-2-(3,4-dimethoxyphenyl)-5,8-dihydroxy-3,6-dimethoxy-4H-chromen-4-one"
C12H14O9+,Pyrogallol-2-O-glucuronide
C28H26O8+,Edulisin I
C21H26O9S+,"{10-butanoyl-5-hydroxy-2,2-dimethyl-8-oxo-6-propyl-2H,3H,4H,8H-pyrano[3,2-g]chromen-3-yl}oxidanesulfonic acid"
C21H16O6+,Gerberinol
C13H9NO3+,Lansine
C9H15NO3S3+,Ajocysteine
C22H32O7+,Cascarillin
C10H21N5O4+,Arginyl-Threonine
C14H23NO2S+,2-(4-Methyl-5-thiazolyl)ethyl octanoate
C15H13ClO4+,Chlorosesamone
C15H14ClN3O4S+,Cefaclor
C30H50O+,3-Epicycloeucalenol
C20H30O8+,3'-Hydroxy-T2-triol
C21H38O+,2-Heptadecylfuran
C28H30O6+,Mangostenone B
C14H16N2O6S3+,Sulfoxone
C6HCl4NO2+,Tecnazene
C13H18N2O6S+,N-(4-aminobutyl)-3-[4-hydroxy-3-(sulfooxy)phenyl]prop-2-enimidic acid
C11H17NO2+,2-hydroxymexiletine
C9H18O9+,D-erythro-L-galacto-Nonulose
C18H31O4+,13-HPODE(1-)
C4H6O3Se+,Methylselenopyruvate
C3H6O3+H+,Monoethyl carbonate
C16H21NO2+,Propranolol
C23H30O12+,Eucaglobulin
C10H14O10+,"3,4,5-trihydroxy-6-[(3-methoxy-3-oxopropanoyl)oxy]oxane-2-carboxylic acid"
C18H24O11+,2-Hydroxybenzaldehyde O-[xylosyl-(1->6)-glucoside]
C11H14N2O3S+,Acetaminophen cystein
C22H28O3+,Canrenone
C18H22O10+,"5-(3',4'-dihydroxyphenyl)-gamma-valerolactone-3'-O-glucuronide"
C26H36N2O4+,O-Desmethylverapamil (D-702)
C23H32O6+,1alpha-O-Methylquassin
C15H31O7P+,1-dodecanoyl-glycero-3-phosphate
C21H21ClN2O8+,Demeclocycline
C9H8I2NO3+,"3,5-diiodo-L-tyrosinate(1-)"
C10H16NO+,Edrophonium
C22H44O3+,2(R)-hydroxydocosanoic acid
C23H32O5+,3-keto-Digoxigenin
C19H25N5O4+,Terazosin
C11H19NS+,5-Ethyl-4-methyl-2-pentylthiazole
C43H72N7O18P3S+H+,"3(S)-Hydroxy-10,13,16-all-cis-docosatrienoyl-CoA"
C41H70N7O18P3S+K+,"(3S)-Hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA"
C67H130O5+K+,TG(24:1(15Z)/22:0/o-18:0)
C44H44O27+K+,Chrysoeriol 7-[feruloyl-(->2)-glucuronyl-(1->2)-glucuronyl-(1->3)-glucuronide]
C43H83O19P3+Na+,PIP2(18:1(9Z)/16:0)
C19H35N+Cl-,Perhexiline
C21H21O9+Cl-,Pelargonidin 3-rhamnoside
C70H125N3O29-H-,Ganglioside GD3 (d18:0/18:1(9Z))
C3H6O+Na+,Methyloxirane
C45H76O21+Cl-,Ampeloside Bf2
C62H118O6+Cl-,TG(24:0/15:0/20:1(11Z))
C46H74O20+Cl-,"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-[b-D-glucosyl-(1->2)-b-D-glucosyl] ester"
C43H87NO3+Cl-,Cer(d18:0/25:0)
C60H118O5+Cl-,TG(24:0/15:0/o-18:0)
C44H76N7O17P3S+K+,Tricosanoyl-CoA
C17H29GdN4O7+H+,Gadoteridol
C55H82O22S2+K+,45-Hydroxyyessotoxin
C41H72N7O17P3S+Na+,11Z-eicosenoyl-CoA
C47H82N2O22P2+K+,"Beta-1,4-D-Mannosylchitobiosyldiphosphodolichol"
C75H62O30-H-,Arecatannin A3
C57H98O6-H-,"TG(22:2(13Z,16Z)/14:1(9Z)/18:3(9Z,12Z,15Z))"
C63H104O6-H-,"TG(18:4(6Z,9Z,12Z,15Z)/22:0/20:5(5Z,8Z,11Z,14Z,17Z))"
C71H118O6-H-,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/24:0/22:5(7Z,10Z,13Z,16Z,19Z))"
C49H90O5+Cl-,DG(24:1n9/0:0/22:2n6)
C49H86O2+Cl-,cholest-5-en-3b-yl (13Z-docosenoate)
C25H43NO+Cl-,Pipereicosalidine
C34H59NO14+Cl-,Fumonisin B3
C14H13Cl2NS+Cl-,2-Chloroticlopidine
C27H53NO4+Cl-,Arachidyl carnitine
C10H8O2-,"Naphthalene-1,2-diol"
C6H5NO6S-,4-Nitrophenyl sulfate
C20H20O6-,"(2E)-3-(2,4-dihydroxyphenyl)-1-[2,4,6-trihydroxy-3-(3-methylbut-2-en-1-yl)phenyl]prop-2-en-1-one"
C7H13KO4-,Potassium 2-(1'-ethoxy) ethoxypropanoate
C19H37O6-,3-Oxohexadecanoic acid glycerides
C22H35NO3+Cl-,N-Arachidonoyl glycine
C27H35N3O6+Cl-,"N1,N10-Diferuloylspermidine"
C32H50O5+Cl-,Tsugaric acid C
C44H69NO12+,Tacrolimus
C23H17NO15+,"2-[({3-[3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyloxy)benzoyloxy]-2,4,5-trihydroxyphenyl}(hydroxy)methylidene)amino]acetic acid"
C55H36O31+,Psidinin B
C57H70N12O9S2+,Vapreotide
C53H82O25+,Achyranthoside D
C77H150O6+,TG(a-25:0/a-25:0/i-24:0)[rac]
C34H59NO15+,Isofumonisin B1
C48H90O6+,TG(14:0/15:0/16:1(9Z))
C32H42O9+,Ganoderic acid F
C52H97N3O15P2+,CDP-DG(a-15:0/a-25:0)
C46H84N7O17P3S+,Anteisopentacosanoyl-CoA
C65H128O5+,TG(20:0/24:0/o-18:0)
C62H118O6+,TG(15:0/20:0/24:1(15Z))
C33H32O24+,"6-[2,3-dihydroxy-5-({[5-hydroxy-2-(hydroxymethyl)-4,6-bis(3,4,5-trihydroxybenzoyloxy)oxan-3-yl]oxy}carbonyl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C27H40O6+,"2,3-Secoporrigenin"
C60H116O6+,Glycerol trinonadecanoate
C52H85NO23+,(23R)-Acetoxytomatine
C64H124O6+,TG(15:0/22:0/24:0)
C21H14O15+,"4-(6-carboxy-2,3,4-trihydroxyphenoxy)-4',5,5',6,6'-pentahydroxy-[1,1'-biphenyl]-2,2'-dicarboxylic acid"
C55H34O31+,Psiguavin
C21H19O11+,"2-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]phenyl}-3,5,7-trihydroxy-1λ⁴-chromen-1-ylium"
C33H42O20+,Rubrofusarin 6-[glucosyl-(1->3)-glucosyl-(1->6)-glucoside]
C46H76NO10P+,"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C33H24O21+,Syzyginin B
C37H62O11+,Cyclopassifloside II
C33H62O6+,TG(10:0/10:0/10:0)
C46H92NO8P+,PC(14:0/24:0)
C58H110O6+,TG(15:0/16:0/24:1(15Z))
C30H60NO6P+,CerP(d18:1/12:0)
C41H68N7O18P3S+,"3-Oxoeicosa-cis,cis-11,14-dienoyl-CoA"
C56H42O10+,"4-{5-[(E)-2-[6-hydroxy-3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]ethenyl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl}-3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-6-ol"
C38H62O21+,Pisumoside A
C30H20O11+,Ephedrannin A
C35H37O18+,"({6-[(4,5-dihydroxy-2-{[7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-oxo-5H-chromen-3-yl]oxy}-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4,5-trihydroxyoxan-2-yl}methyl)[hydroxy(4-hydroxyphenyl)methylidene]oxidanium"
C47H72O5+,"DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
C20H26N10O14P2+,Guanosine diphosphate adenosine
C22H31N3O5+,Cilazapril
C59H104O6+,"TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))"
C25H44NO7P+,"LysoPE(0:0/20:4(5Z,8Z,11Z,14Z))"
C34H70NO7P+,lysoPC(26:0)
C37H66O4+,Montecristin
C39H69O8P+,"1,2-Di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate"
C54H108NO8P+,PC(22:0/24:0)
C24H17O11S+,"4-[7-(3,4-dihydroxy-5-methoxyphenyl)-6,11-dihydroxy-2,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1(13),4,6,9,11-pentaen-3-ylidene]cyclohexa-2,5-dien-1-ylidene hydrogen sulfuric acidium"
C30H58O4S+,Didodecyl thiobispropanoate
C26H31NO11+,"6-[5-(2-{[2-(3,4-dimethoxyphenyl)ethyl]-C-hydroxycarbonimidoyl}eth-1-en-1-yl)-2-methoxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C41H78O6+,"Glycerol 1,2-didodecanoate 3-tetradecanoate"
C55H96O6+,"TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
C42H81O8P+,PA(15:0/24:1(15Z))
C27H34O11+,Myricatomentoside II
C14H14N2O4+,"(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid"
C29H26O9+,"6-(2,4-dihydroxyphenyl)-2-{3-[(2E)-3-(2,4-dihydroxyphenyl)prop-2-enoyl]-2,6-dihydroxyphenyl}-4-methylcyclohex-3-ene-1-carboxylic acid"
C45H82O16P2+,"PIP(16:0/20:3(5Z,8Z,11Z))"
C51H38O30+,Guavin C
C43H65NO4+,Acidissiminin
C24H38N7O17P3S+,Acrylyl-CoA
C31H28O10+,"8-[3,7-dihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol"
C33H40O23S+,"(2-hydroxy-5-{5-hydroxy-4-oxo-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-2-yl}phenyl)oxidanesulfonic acid"
C56H42O9+,"4-{5-[(E)-2-[6-hydroxy-3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]ethenyl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl}-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-6-ol"
C33H28O24+,"6-{[7,8,9,12,13,14,18,19,25,29-decahydroxy-24-(hydroxymethyl)-4,22,27-trioxo-3,23,26-trioxahexacyclo[13.10.3.1²,⁶.0⁵,¹⁰.0¹¹,²⁸.0¹⁶,²¹]nonacosa-5(10),6,8,11,13,15(28),16,18,20-nonaen-17-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C75H146O6+,TG(24:0/24:0/24:0)
C30H30O7+,Isocycloheterophyllin
C38H62O12+,"(3b,16a,20R)-25-Acetoxy-3,16,20,22-tetrahydroxy-5-cucurbiten-11-one 3-glucoside"
C20H27N3O7S+,2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-[(2-methyl-3-oxo-1-phenylpropyl)sulfanyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid
C27H20O18+,Vescalin
C63H122O6+,TG(20:0/20:0/20:0)
C20H28N2O5S+,Tamsulosin
C33H40O19+,Chrysophanol 1-triglucoside
C27H35NO3+,PC-M6
C28H58NO7P+,LysoPC(20:0)
C45H74NO12P+,"PS(DiMe(11,3)/MonoMe(11,3))"
C49H95NO8+,Glucosylceramide (d18:1/25:0)
C27H36O6+,Lucidenolactone
C18H33O2+,Petroselinic acid
C34H66NO8P+,PE(14:1(9Z)/15:0)
C40H66NO10P+,"PS(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C24H28N2O6+,Diferuloylputrescine
C41H70O13+,Ginsenoside F5
C38H64NO10P+,"PS(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
C48H56N2O4+,Bismurrayafoline E
C47H69O8P+,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C20H23N7O7+,10-Formyltetrahydrofolate
C36H54O9+,"2,3,23-Triacetylsericic acid"
C16H10N2O8S2+,Indigo Carmine
C26H26O14+,"3,4,5-trihydroxy-6-{[7-hydroxy-4-oxo-2-phenyl-8-(3,4,5-trihydroxyoxan-2-yl)-4H-chromen-5-yl]oxy}oxane-2-carboxylic acid"
C22H37NO2+,Anandamide
C20H36O7P2+,Geranylgeranyl-PP
C26H38N7O17P3S+,(2E)-Pentenoyl-CoA
C17H20O9S+,"{1-[5-hydroxy-8-(2-hydroxypropan-2-yl)-2-oxo-2H,8H,9H-furo[2,3-h]chromen-4-yl]propoxy}sulfonic acid"
C20H31N3O19P2+,UDP-N-acetylmuraminate
C23H34O4+,Calcitroic acid
C15H16O11+,"6-[5-(2-carboxy-2-oxoethyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C24H26O13+,Salviaflaside
C43H64N7O17P3S+,Clupanodonyl CoA
C39H51NO7+,Janthitrem F
C20H33O6+,19-hydroxyprostaglandin H1(1-)
C10H16O9+,"6-(1-carboxy-1-methylethoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C47H90O5+,DG(20:0/24:1(15Z)/0:0)
C24H50NO7P+,LysoPC(16:0)
C30H18O8+,Protohypericin
C47H80N7O18P3S+,3-Oxohexacosanoyl-CoA
C33H52N2O12S+,"6-({1-[(2R)-3-[2-amino-3-methyl-4-(2-methyl-1,3-thiazol-4-yl)but-3-en-1-yl]-2-methyloxiran-2-yl]-10-carboxy-9-hydroxy-4,6,8,8-tetramethyl-7-oxodecan-5-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C45H52O23+,"1,2,2'-Trisinapoylgentiobioside"
C39H66O13+,Alliosterol 1-rhamnoside 16-galactoside
C24H43NO+,"2,4,14-Eicosatrienoic acid isobutylamide"
C31H28O11+,"8-[3,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol"
C33H26O17+,Guavin B
C21H26O14+,"3,4,5-trihydroxy-6-{4-[(1E)-3-oxo-3-[(3,4,5,6-tetrahydroxyoxan-2-yl)methoxy]prop-1-en-1-yl]phenoxy}oxane-2-carboxylic acid"
C41H82O22P4+,PIP3(16:0/16:0)
C22H18N4O9S2+,Orange B
C35H60N7O18P3S+,3-Oxotetradecanoyl-CoA
C19H20O9+,Garcimangosone D
C24H42O10+,12-Hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate
C26H33N3O9S+,2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[2-hydroxy-3-(4-hydroxy-2-methoxyphenyl)-1-phenylpropyl]sulfanyl}ethyl}-C-hydroxycarbonimidoyl)butanoic acid
C21H22O6+,Fragransol D
C61H102O6+,"TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
C24H24O14+,Jaceidin 4'-glucuronide
C28H24O15+,Kaempferol 7-(6''-galloylglucoside)
C32H40O18+,Glucoliquiritin apioside
C31H60O5+,DG(14:0/14:0/0:0)
C38H68N7O17P3S+,Heptadecanoyl CoA
C36H56O11+,Medicagenic acid 3-O-beta-D-glucoside
C32H49NO5+,Daphniphylline
C27H38O12+,Ssioriside
C35H58O5+,"DG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
C22H24N2O8+,Doxycycline
C41H62O15+,Betavulgaroside IV
C66H126O6+,TG(15:0/24:0/24:1(15Z))
C18H22N2O8+,N-Acetylserotonin glucuronide
C32H38N2O8+,Deserpidine
C35H54O12+,Coroloside
C22H36N8O11+,Pentigetide
C53H92NO8P+,"PE-NMe2(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))"
C40H70NO8P+,"PC(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
C26H28O9+,Dukunolide E
C14H18O9+,"3'-Glucosyl-2',4',6'-trihydroxyacetophenone"
C27H42N2O6S+,"(1S,16R)-5,7,11-trihydroxy-3-[3-hydroxy-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-8,8,10,12,16-pentamethyl-17-oxa-4-azabicyclo[14.1.0]heptadec-4-en-9-one"
C19H22ClN5O2+,triazolopyridinone epoxide
C18H24O12+,Apiosylglucosyl 4-hydroxybenzoate
C17H23NO2+,Linalyl anthranilate
C19H39NO3+,Dihydroceramide
C24H36O4+,Cavipetin C
C18H22O2+,"15-Octadecene-9,11,13-triynoic acid"
C14H14O5S+,"(2-hydroxy-1,2-diphenylethoxy)sulfonic acid"
C29H38O8+,Lucidenic acid D2
C17H14O10+,"3,4,5-trihydroxy-6-({7-oxo-7H-furo[3,2-g]chromen-4-yl}oxy)oxane-2-carboxylic acid"
C34H38N4O6+,Hematoporphyrin IX
C21H25NO3+,Dehydropipernonaline
C23H31NO14S3+,6-Sinapoylglucoraphenin
C45H89O8P+,PA(18:0/24:0)
C18H23N3O6+,Imidaprilat
C37H49NO6+,Janthitrem E
C42H76NO8P+,"PC(14:0/20:4(5Z,8Z,11Z,14Z))"
C61H118O6+,TG(18:0/20:0/20:0)
C26H24O12+,"6-(4-{3,5-dihydroxy-8,8-dimethyl-4-oxo-4H,8H-pyrano[2,3-f]chromen-2-yl}phenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C44H70O22+,Rebaudioside C
C22H22O15S+,8-Hydroxyluteolin 4'-methyl ether 8-glucoside-3'-sulfate
C6H14O8S2+,Treosulfan
C21H24O14S+,"(2-hydroxy-5-{3,5,7-trihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,4-dihydro-2H-1-benzopyran-2-yl}phenyl)oxidanesulfonic acid"
C35H64O9+,Muricoreacin
C24H21O14+,"7-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-4,5-dihydroxyphenyl}-6,11-dihydroxy-3-(hydroxymethyl)-2λ⁴,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1,3,5(13),6,9,11-hexaen-2-ylium"
C38H41O19+,Malvidin 3-(6-coumaroylglucoside) 5-glucoside
C13H20N2O3+,Talbutal
C28H39NO4+,Sambutoxin
C42H68NO10P+,"PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C9H14N3O6+,Asparaginyl-Glutamate
C25H30N2O5+,Quinapril
C54H52O19+,Foeniculoside III
C28H54O12+,Stearyl monoglyceridyl citrate
C40H77O10P+,PG(18:0/16:1(9Z))
C23H48NO7P+,LysoPC(15:0)
C18H32O14+,alpha-L-Rhamnopyranosyl-(1->3)-alpha-D-galactopyranosyl-(1->3)-L-fucose
C47H70O5+,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
C20H21N7O7+,10-Formyldihydrofolate
C18H14O8+,"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone"
C35H42N4O10+,Hv-NCC-1
C29H44O10+,Bipindogulomethyloside
C28H30O14+,Maysin 3'-methyl ether
C20H19NO4+,5-Methoxynoracronycine
C32H26O10+,Isoaurasperone A
C38H44N2O6+,Neferine
C20H21N7O6+,"5,10-Methenyltetrahydrofolic acid"
C16H27NO10+,6'-Apiosyllotaustralin
C49H84NO8P+,"PE(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C14H27NO10S3+,Glucohesperalin
C40H70NO10P+,"PS(14:0/20:4(5Z,8Z,11Z,14Z))"
C20H28N10O21P4+,Diguanosine tetraphosphate
C23H25NO6+,7-Formyldehydrothalicsimidine
C52H88N10O15+,Caspofungin
C19H25N3O9S+,2-amino-4-({2-[(2-carboxy-2-hydroxy-1-phenylethyl)sulfanyl]-1-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl}-C-hydroxycarbonimidoyl)butanoic acid
C23H31NO7+,Dextrorphan O-glucuronide
C36H68NO8P+,PC(14:1(9Z)/14:1(9Z))
C45H73NO15+,alpha-Solanine
C22H24O14+,"6-{4-[(1E)-3-[(3-carboxy-5,6-dihydroxycyclohex-3-en-1-yl)oxy]-3-oxoprop-1-en-1-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C20H26O5+,Gibberellin A113
C28H48N2O21+,O-b-D-Gal-(1->3)-O-[O-b-D-Gal-(1->4)-2-(acetylamino)-2-deoxy-b-D-Glc-(1->6)]-2-(acetylamino)-2-deoxy- D-Galactose
C43H49O22+,Pelargonidin 3-O-[4-Hydroxy-3-methoxy-E-cinnamoyl-(->4)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside] 5-O-b-D-glucopyranoside
C15H16O7S+,"{3-[2-(2,3-dihydroxy-5-methoxyphenyl)ethyl]phenyl}oxidanesulfonic acid"
C16H28O7+,"(1S,2S,4R)-1,8-Epoxy-p-menthan-2-ol glucoside"
C38H64O16+,Lyciumoside IV
C30H36O14+,Matsutakeside I
C19H16O7+,Dihydrohydroxy-O-methylsterigmatocystin
C27H38O18+,cis-Ferulic acid [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester
C32H37N5O5+,Endomorphin-2
C30H62O2+,"1,11-Triacontanediol"
C33H56O+,Lansiol
C20H34O3+,15(S)-Hydroxyeicosatrienoic acid
C37H52O7+,2-O-Protocatechuoylalphitolic acid
C15H25N3O16P2+,CDP-glucose
C40H77O8P+,PA(15:0/22:1(13Z))
C36H32O20+,Degalloyltheaflavonin
C16H14F3N3OS+,lansoprazole sulfide
C30H60O13P2+,PGP(i-12:0/i-12:0)
C33H28O18+,"2'',6''-Digalloyliriflophenone 3-C-glucoside"
C28H34O9+,"(7alpha,10beta)-1(10->19)-Abeo-7-acetoxyisoobacun-3,10-olide"
C25H24O7+,Albanin B
C36H38O16+,Licorice glycoside A
C20H32N6O12S2+,Oxidized glutathione
C9H9Cl2N3O+,Guanfacine
C27H30O17+,"Quercetin 4',7-diglucoside"
C46H72NO10P+,"PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C29H44O11+,Canesceol
C32H52O13+,Capsianoside IV
C28H38O9+,Austalide G
C21H29NO3+,Piperolein B
C27H30O14+,Scolymoside
C10H14NO5PS+,Parathion
C27H42O8+,"(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside"
C25H24N8O7S2+,Cefpiramide
C65H114O6+,"TG(16:0/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C24H32O15+,5''-(4-Hydroxy-(E)-cinnamoyl) alpha-L-arabinofuranosyl-(1->3)-beta-D-xylopyranosyl-(1->4)-D-xylopyranoside
C22H32N2O5+,Benzquinamide
C26H30O8+,Limonin
C16H22N2O6+,Nicotine glucuronide
C29H54O6+,TG(10:0/8:0/8:0)
C43H72O7+,DG(11D3/9D5/0:0)
C38H73O10P+,PG(16:0/16:1(9Z))
C15H22FN3O6+,Capecitabine
C48H91NO11S+,3-O-Sulfogalactosylceramide (d18:1/24:1(15Z))
C21H25ClFNO2+,Reduced haloperidol
C25H26O9S+,"{3-[3-(3,7-dimethylocta-2,6-dien-1-yl)-7-hydroxy-4-oxo-4H-chromen-2-yl]-2,6-dihydroxyphenyl}oxidanesulfonic acid"
C19H24O4+,Isopulegone caffeate
C27H44NO7P+,"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C21H22O11+,Miscanthoside
C23H28O7+,Armillaric acid
C19H35NO4+,trans-2-Dodecenoylcarnitine
C39H54O6+,3-O-cis-Coumaroylmaslinic acid
C26H44O9+,Mupirocin
C41H67O8P+,"PA(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C43H74NO7P+,"PE(O-16:1(1Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C20H18N2O4+,Moschamindole
C41H77O13P+,PI(16:0/16:1(9Z))
C29H44O5+,"(3beta,17alpha,23R)-17,23-Epoxy-3,29-dihydroxy-27-norlanost-8-ene-15,24-dione"
C23H40N8O6+,VPGPR Enterostatin
C39H38N4O14+,Hydroxypropionic porphyrin III
C21H18O7+,Mollicellin A
C47H78O2+,"CE(20:3(8Z,11Z,14Z))"
C25H31NO4+,Acidissiminol epoxide
C21H22O9S+,"{4-[3-(4,5-dihydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)-3-oxoprop-1-en-1-yl]phenyl}oxidanesulfonic acid"
C23H22O12+,Kaempferol 3-(6-acetylgalactoside)
C28H22O12+,BL II
C24H40O8S+,7-Sulfocholic acid
C35H63NO13+,norerythromycin
